key,name,value,unit,gas,gwp_set,ghg_scope,ghg_category,source_id,source_ref,retrieved,note,updated,value_invalid,is_duplicate_key,is_biogenic_memo,gwp_set_missing_structural,gwp_set_missing_unexpected,note_missing,outlier_flag,outlier_reason
fuels.gbr.bio.biogenic.methanol_bio.kg,UK Methanol (bio) — biogenic CO2 memo (kg),1.37,kg CO2 per kg,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D66,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.methanol_bio.kg (shipping in v2025.12b) for full bio-fuel accounting.,2026-06-18,False,False,True,True,False,False,True,log-z=-4.68
fuels.gbr.bio.biogenic.methanol_bio.litre,UK Methanol (bio) — biogenic CO2 memo (litres),1.09,kg CO2 per litre,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D64,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.methanol_bio.litre (shipping in v2025.12b) for full bio-fuel accounting.,2026-06-18,False,False,True,True,False,False,True,log-z=-10.81
fuels.gbr.bio.biogenic.off_road_biodiesel.gj,UK Off road biodiesel — biogenic CO2 memo (GJ),72.16,kg CO2 per GJ,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D59,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.off_road_biodiesel.gj (shipping in v2025.12b) for full bio-fuel accounting.,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.bio.biogenic.off_road_biodiesel.kg,UK Off road biodiesel — biogenic CO2 memo (kg),2.68,kg CO2 per kg,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D60,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.off_road_biodiesel.kg (shipping in v2025.12b) for full bio-fuel accounting.,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.bio.biogenic.off_road_biodiesel.litre,UK Off road biodiesel — biogenic CO2 memo (litres),2.39,kg CO2 per litre,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D58,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.off_road_biodiesel.litre (shipping in v2025.12b) for full bio-fuel accounting.,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.bio.biomethane_compressed.gj,UK Biomethane (compressed) — combustion non-CO2 (GJ),0.10625,kg CO2e per GJ,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D27,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.biomethane_compressed.gj).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.biomethane_compressed.kg,UK Biomethane (compressed) — combustion non-CO2 (kg),0.00521,kg CO2e per kg,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D28,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.biomethane_compressed.kg).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.biomethane_liquified.gj,UK Biomethane (liquified) — combustion non-CO2 (GJ),0.10625,kg CO2e per GJ,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D51,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.biomethane_liquified.gj).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.biomethane_liquified.kg,UK Biomethane (liquified) — combustion non-CO2 (kg),0.00521,kg CO2e per kg,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D52,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.biomethane_liquified.kg).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.biopropane.gj,UK Biopropane — combustion non-CO2 (GJ),0.08952,kg CO2e per GJ,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D39,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.biopropane.gj).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.biopropane.kg,UK Biopropane — combustion non-CO2 (kg),0.00415,kg CO2e per kg,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D40,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.biopropane.kg).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.biopropane.litre,UK Biopropane — combustion non-CO2 (litres),0.00214,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D38,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.biopropane.litre).,2026-06-18,False,False,False,False,False,False,True,log-z=-9.78
fuels.gbr.bio.development_diesel.gj,UK Development diesel — combustion non-CO2 (GJ),1.03677,kg CO2e per GJ,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D42,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.development_diesel.gj).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.development_diesel.kg,UK Development diesel — combustion non-CO2 (kg),0.04461,kg CO2e per kg,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D43,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.development_diesel.kg).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.development_diesel.litre,UK Development diesel — combustion non-CO2 (litres),0.03705,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D41,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.development_diesel.litre).,2026-06-18,False,False,False,False,False,False,True,log-z=-5.62
fuels.gbr.bio.development_petrol.gj,UK Development petrol — combustion non-CO2 (GJ),0.42339,kg CO2e per GJ,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D45,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.development_petrol.gj).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.development_petrol.kg,UK Development petrol — combustion non-CO2 (kg),0.01888,kg CO2e per kg,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D46,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.development_petrol.kg).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.development_petrol.litre,UK Development petrol — combustion non-CO2 (litres),0.01409,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D44,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.development_petrol.litre).,2026-06-18,False,False,False,False,False,False,True,log-z=-7.03
fuels.gbr.bio.grass_straw.kwh,UK Grass/straw — combustion non-CO2 (kWh),0.0126,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D70,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.grass_straw.kwh).,2026-06-18,False,False,False,False,False,False,True,log-z=-18.99; outside 3.0x IQR of unit group
fuels.gbr.bio.grass_straw.tonne,UK Grass/straw — combustion non-CO2 (tonnes),46.89059,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D69,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.grass_straw.tonne).,2026-06-18,False,False,False,False,False,False,True,log-z=-37.74; outside 3.0x IQR of unit group
fuels.gbr.bio.landfill_gas.kwh,UK Landfill gas — combustion non-CO2 (kWh),0.0002,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D78,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.landfill_gas.kwh).,2026-06-18,False,False,False,False,False,False,True,log-z=-45.13; outside 3.0x IQR of unit group
fuels.gbr.bio.landfill_gas.tonne,UK Landfill gas — combustion non-CO2 (tonnes),0.6977,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D77,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.landfill_gas.tonne).,2026-06-18,False,False,False,False,False,False,True,log-z=-75.93; outside 3.0x IQR of unit group
fuels.gbr.bio.methanol_bio.gj,UK Methanol (bio) — combustion non-CO2 (GJ),0.42339,kg CO2e per GJ,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D54,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.methanol_bio.gj).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.methanol_bio.kg,UK Methanol (bio) — combustion non-CO2 (kg),0.00844,kg CO2e per kg,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D55,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.methanol_bio.kg).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.methanol_bio.litre,UK Methanol (bio) — combustion non-CO2 (litres),0.00669,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D53,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.methanol_bio.litre).,2026-06-18,False,False,False,False,False,False,True,log-z=-8.12
fuels.gbr.bio.off_road_biodiesel.gj,UK Off road biodiesel — combustion non-CO2 (GJ),5.05961,kg CO2e per GJ,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D48,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.off_road_biodiesel.gj).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.off_road_biodiesel.kg,UK Off road biodiesel — combustion non-CO2 (kg),0.18822,kg CO2e per kg,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D49,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.off_road_biodiesel.kg).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.off_road_biodiesel.litre,UK Off road biodiesel — combustion non-CO2 (litres),0.16751,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D47,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.off_road_biodiesel.litre).,2026-06-18,False,False,False,False,False,False,False,
fuels.gbr.bio.wood_chips.kwh,UK Wood chips — combustion non-CO2 (kWh),0.01193,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D66,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.wood_chips.kwh).,2026-06-18,False,False,False,False,False,False,True,log-z=-19.33; outside 3.0x IQR of unit group
fuels.gbr.bio.wood_chips.tonne,UK Wood chips — combustion non-CO2 (tonnes),45.05983,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D65,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.wood_chips.tonne).,2026-06-18,False,False,False,False,False,False,True,log-z=-38.10; outside 3.0x IQR of unit group
fuels.gbr.bio.wood_logs.kwh,UK Wood logs — combustion non-CO2 (kWh),0.01193,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D64,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.wood_logs.kwh).,2026-06-18,False,False,False,False,False,False,True,log-z=-19.33; outside 3.0x IQR of unit group
fuels.gbr.bio.wood_logs.tonne,UK Wood logs — combustion non-CO2 (tonnes),48.73751,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D63,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.wood_logs.tonne).,2026-06-18,False,False,False,False,False,False,True,log-z=-37.39; outside 3.0x IQR of unit group
fuels.gbr.bio.wood_pellets.kwh,UK Wood pellets — combustion non-CO2 (kWh),0.01193,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D68,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.wood_pellets.kwh).,2026-06-18,False,False,False,False,False,False,True,log-z=-19.33; outside 3.0x IQR of unit group
fuels.gbr.bio.wood_pellets.tonne,UK Wood pellets — combustion non-CO2 (tonnes),57.25249,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Bioenergy'!D67,2026-06-18,Non-CO2 component only (CH4 + N2O at AR5). DEFRA Bioenergy sheet does not publish per-gas decomposition; AR6 alternate unavailable. Biogenic CO2 for this fuel shipped in v2025.12a (paired key fuels.uk.bio.biogenic.wood_pellets.tonne).,2026-06-18,False,False,False,False,False,False,True,log-z=-35.92; outside 3.0x IQR of unit group
fuels.gbr.biogas.biogenic.biogas.kwh,UK Biogas — biogenic CO2 memo (kWh),0.19902,kg CO2 per kWh,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D87,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.biogas.kwh (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biogas.biogenic.biogas.tonne,UK Biogas — biogenic CO2 memo (tonnes),1105.6695,kg CO2 per tonne,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D86,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.biogas.tonne (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biogas.biogenic.landfill_gas.kwh,UK Landfill gas — biogenic CO2 memo (kWh),0.19902,kg CO2 per kWh,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D89,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.landfill_gas.kwh (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biogas.biogenic.landfill_gas.tonne,UK Landfill gas — biogenic CO2 memo (tonnes),679.98674,kg CO2 per tonne,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D88,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.landfill_gas.tonne (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biomass.biogenic.grass_straw.kwh,UK Grass/straw — biogenic CO2 memo (kWh),0.35,kg CO2 per kWh,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D81,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.grass_straw.kwh (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biomass.biogenic.grass_straw.tonne,UK Grass/straw — biogenic CO2 memo (tonnes),1287.25,kg CO2 per tonne,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D80,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.grass_straw.tonne (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biomass.biogenic.wood_chips.kwh,UK Wood chips — biogenic CO2 memo (kWh),0.35,kg CO2 per kWh,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D77,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.wood_chips.kwh (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biomass.biogenic.wood_chips.tonne,UK Wood chips — biogenic CO2 memo (tonnes),1335.71,kg CO2 per tonne,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D76,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.wood_chips.tonne (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biomass.biogenic.wood_logs.kwh,UK Wood logs — biogenic CO2 memo (kWh),0.35,kg CO2 per kWh,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D75,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.wood_logs.kwh (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biomass.biogenic.wood_logs.tonne,UK Wood logs — biogenic CO2 memo (tonnes),1436.23,kg CO2 per tonne,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D74,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.wood_logs.tonne (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biomass.biogenic.wood_pellets.kwh,UK Wood pellets — biogenic CO2 memo (kWh),0.35,kg CO2 per kWh,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D79,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.wood_pellets.kwh (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.biomass.biogenic.wood_pellets.tonne,UK Wood pellets — biogenic CO2 memo (tonnes),1677.18,kg CO2 per tonne,CO2,,outside_scopes,biogenic_co2_memo,DEFRA_2026,'Outside of scopes'!D78,2026-06-18,Biogenic CO2 memo — outside GHG Protocol scope totals. Pair with non-CO2 row fuels.uk.bio.wood_pellets.tonne (shipping in v2025.12b).,2026-06-18,False,False,True,True,False,False,False,
fuels.gbr.burning_oil.kwh_gcv,UK Burning oil — combustion (kWh (Gross CV)),0.24677,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D70,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.burning_oil.kwh_ncv,UK Burning oil — combustion (kWh (Net CV)),0.25975,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D69,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.burning_oil.litre,UK Burning oil — combustion (litres),2.54016,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D68,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.burning_oil.tonne,UK Burning oil — combustion (tonnes),3165.04181,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D67,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.butane.kwh_gcv,UK Butane — combustion (kWh (Gross CV)),0.22241,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D26,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.butane.kwh_ncv,UK Butane — combustion (kWh (Net CV)),0.24107,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D25,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.butane.litre,UK Butane — combustion (litres),1.74533,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D24,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.butane.tonne,UK Butane — combustion (tonnes),3033.38067,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D23,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.cng.kwh_gcv,UK CNG — combustion (kWh (Gross CV)),0.18231,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D30,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.cng.kwh_ncv,UK CNG — combustion (kWh (Net CV)),0.20199,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D29,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.cng.litre,UK CNG — combustion (litres),0.43885,kg CO2e per litre,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D28,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.cng.tonne,UK CNG — combustion (tonnes),2507.72441,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D27,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_domestic.kwh_gcv,UK Coal (domestic) — combustion (kWh (Gross CV)),0.34721,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D139,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_domestic.kwh_ncv,UK Coal (domestic) — combustion (kWh (Net CV)),0.36549,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D138,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_domestic.tonne,UK Coal (domestic) — combustion (tonnes),2904.95234,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D137,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_electricity_generation.kwh_gcv,UK Coal (electricity generation) — combustion (kWh (Gross CV)),0.32247,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D136,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_electricity_generation.kwh_ncv,UK Coal (electricity generation) — combustion (kWh (Net CV)),0.33944,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D135,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_electricity_generation.tonne,UK Coal (electricity generation) — combustion (tonnes),2230.22448,kg CO2e per tonne,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D134,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_electricity_generation_home_produced_coal_only.kwh_gcv,UK Coal (electricity generation - home produced coal only) — combustion (kWh (Gross CV)),0.32247,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D148,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
fuels.gbr.coal_electricity_generation_home_produced_coal_only.kwh_ncv,UK Coal (electricity generation - home produced coal only) — combustion (kWh (Net CV)),0.33944,kg CO2e per kWh,CO2e,AR5_100,scope1,stationary_combustion,DEFRA_2026,'Fuels'!D147,2026-06-18,,2026-06-18,False,False,False,False,False,True,False,
